PMID,Title,Abstract,Journal,Year,Authors,Cleaned_Abstract,Categories,Research_Type,Trial_Phase,Diseases,Treatments
40552911,Twelve-month prevalence and correlates of criminal offending in a nationally representative sample of people with psychotic disorders.,"We used a large, representative sample of adults with psychotic disorders (<i>N</i> = 1825) from the 2010 Australian national survey of psychotic disorders (Survey of High Impact Psychosis - SHIP) to report on 12-month prevalence of both any and violent criminal offending among people with psychotic disorders, and examine correlates of criminal offending, modelling the impact of clinical factors over known sociodemographic and behavioural risk factors. Any past year criminal offending was the main outcome variable, based on self-reported criminal offending, charge and/or arrest. We assessed the additional impact of clinical variables over other risk factors associated with criminal offending. Odds ratio and 95% confidence intervals determined from logistic regression summarised the association of risk factors with offending outcomes. Of 1784 participants with valid responses, 305 (220 men, 85 women) reported criminal offending; 38 men and 6 women reporting some violent offending. Compared with non-offenders, younger age, male sex, homelessness, cannabis and other drug use, and past year delusions and mania were associated with offending in logistic regression models. We found that known sociodemographic risk factors such as sex and homelessness were predictive of both any offending and violent offending. Other significant correlates of any offending behaviour were cannabis use, other illicit substance use and violent victimisation. Clinical factors including past year delusions, mania and deliberate self-harm, and premorbid personality disorder were associated with any offending but not with violent offending. Our study challenges the importance given to many clinical factors, especially in regard to risk of violent offending.",The Australian and New Zealand journal of psychiatry,2025,Anoop Sankaranarayanan; Patsy Di Prinzio; Frank Morgan; Giulietta Valuri; David Castle; Anna Waterreus; Vera A Morgan,large representative sample adult psychotic disorder < > n</i > = 1825 2010 australian national survey psychotic disorder survey high impact psychosis ship report 12 month prevalence violent criminal offending people psychotic disorder examine correlate criminal offending model impact clinical factor know sociodemographic behavioural risk factor past year criminal offending main outcome variable base self report criminal offending charge and/or arrest assess additional impact clinical variable risk factor associate criminal offending odd ratio 95 confidence interval determine logistic regression summarise association risk factor offend outcome 1784 participant valid response 305 220 man 85 woman report criminal offending 38 man 6 woman report violent offending compare non offender young age male sex homelessness cannabis drug use past year delusion mania associate offend logistic regression model find know sociodemographic risk factor sex homelessness predictive offending violent offending significant correlate offend behaviour cannabis use illicit substance use violent victimisation clinical factor include past year delusion mania deliberate self harm premorbid personality disorder associate offending violent offending study challenge importance give clinical factor especially regard risk violent offending,,,,,
40552876,Prevalence of Elder Abuse and Neglect of Persons with Dementia in Community Settings: A Systematic Review and Meta-Analysis.,"Individuals with dementia are at an elevated risk for abuse and neglect. This study aimed to estimate pooled prevalence rates of elder abuse among community-dwelling individuals with dementia using a meta-analytic approach. Additionally, it explored the heterogeneity associated with prevalence estimates through subgroup analyses. In line with the Cochrane guidelines, searches were conducted across eight academic online databases, reference lists of eligible studies, and existing systematic reviews. Eligible studies are studies published between January 1990 and March 2023 that report elder abuse among people with dementia (PWD) in community settings. The final review included 30 eligible studies from eight countries, encompassing a sample of 6,789 dependent/carer dyads. The pooled rate of overall abuse among older adults with dementia is 42.6% (95% CI: 0.34-0.51). Among the various forms of abuse, psychological abuse was most prevalent, occurring in 44.8% of cases (95% CI: 0.37, 0.52), followed by financial abuse (28.3%, 95% CI: 0.03, 0.53), neglect (19.8%, 95% CI: 0.09, 0.34), and physical abuse (10%, 95% CI: 0.07, 0.13). The high prevalence of elder abuse highlights the significant vulnerability of individuals with dementia. The highest rate of psychological abuse indicates a particular need to address emotional trauma of PWD, as well as to adopt measures to reduce abusive or neglectful behaviors via caregiver education and support.",Gerontology,2025,Yan Shen; Fei Sun; Yali Feng; Peter A Lichtenberg; Hongdao Meng,"individual dementia elevated risk abuse neglect study aim estimate pool prevalence rate eld abuse community dwell individual dementia meta analytic approach additionally explore heterogeneity associate prevalence estimate subgroup analysis line cochrane guideline search conduct academic online database reference list eligible study exist systematic review eligible study study publish january 1990 march 2023 report eld abuse people dementia pwd community setting final review include 30 eligible study country encompass sample 6,789 dependent carer dyad pooled rate overall abuse old adult dementia 42.6 95 ci 0.34 0.51 form abuse psychological abuse prevalent occur 44.8 case 95 ci 0.37 0.52 follow financial abuse 28.3 95 ci 0.03 0.53 neglect 19.8 95 ci 0.09 0.34 physical abuse 10 95 ci 0.07 0.13 high prevalence elder abuse highlight significant vulnerability individual dementia high rate psychological abuse indicate particular need address emotional trauma pwd adopt measure reduce abusive neglectful behavior caregiver education support",review,review,,,
40552866,AI and Machine Learning for Detection and Management of Delirium in Care Home Residents.,"Presently, diagnosing delirium in older people is a challenge. Diagnostic support tools such as the Confusion Assessment Method and 4AT provide structure but require specialist training, resources, and implementation support, while some subjectivity persists in diagnosis. This is particularly the case in people who live with dementia who often experience rapid fluctuation in cognitive abilities and behaviours. This leads to variation in diagnosis between settings and care providers, with consequent harmful impact on those experiencing delirium. These challenges become greater in care homes where dementia is prevalent, daily fluctuation is the norm, and the majority of staff are not trained healthcare professionals. Here, we outline the potential for AI-based human activity recognition (HAR) approaches to identify and flag deviations from normal behaviour that may be precursors of a delirium state, enabling earlier detection and management, and better outcomes. We outline how statistical process control approaches could form the basis of diagnostic algorithms and the steps required to test the feasibility of this approach in the care home setting. Delirium detection and diagnosis, difficult in any setting, are more difficult in care homes because of resident, staff, and organisational factors. Artificial intelligence, machine learning, and HAR have potential to make diagnosis more reliable because of their ability to recognise changes from normal patterns of behaviour at an individual level.",Gerontology,2025,Jay Banerjee; Fabian Hoger; Adam Lee Gordon,presently diagnose delirium old people challenge diagnostic support tool confusion assessment method 4at provide structure require specialist training resource implementation support subjectivity persist diagnosis particularly case people live dementia experience rapid fluctuation cognitive ability behaviour lead variation diagnosis setting care provider consequent harmful impact experience delirium challenge great care home dementia prevalent daily fluctuation norm majority staff train healthcare professional outline potential ai base human activity recognition har approach identify flag deviation normal behaviour precursor delirium state enable early detection management well outcome outline statistical process control approach form basis diagnostic algorithm step require test feasibility approach care home setting delirium detection diagnosis difficult setting difficult care home resident staff organisational factor artificial intelligence machine learning har potential diagnosis reliable ability recognise change normal pattern behaviour individual level,,,,,
40552865,Sarcopenia Is Poorly Documented in Geriatric Rehabilitation Inpatients: Restoring Health of Acutely Unwell Adults (RESORT).,"Sarcopenia is highly prevalent in older inpatients. However, it is unclear if sarcopenia is documented routinely in geriatric rehabilitation. This study aimed to investigate the documentation of sarcopenia in medical records among geriatric rehabilitation patients. Geriatric rehabilitation inpatients in a statewide hospital in VIC, Australia, were included. Patient characteristics, muscle measurements, and medical records at admission and discharge were collected. Sarcopenia was defined using the European Working Group on Sarcopenia in Older People 2 (EWGSOP2). Patient characteristics were compared between the groups with documented and non-documented sarcopenia using the Wilcoxon rank-sum or chi-square test. Of 1,890 geriatric rehabilitation inpatients (aged 83.4 [interquartile range: 77.6-88.4] years, 56.3% female), muscle measurements were available in 1,334 patients at admission. The prevalence of sarcopenia was 20.8% (n = 278). Sarcopenia was documented in 68 out of 1,890 patients; 23 of them did not have muscle mass or muscle strength measured. Forty-five patients with muscle measurements available were documented with sarcopenia either at discharge from acute admissions (n = 9), on rehabilitation admission (n = 25), or at discharge from rehabilitation (n = 26). Of these 45 patients, 8 patients had sarcopenia following the EWGSOP2 criteria. Compared with patients without sarcopenia documented, patients documented with sarcopenia had lower body mass index and sarcopenia screening (Strength, Assistance in Walking, Rise from a Chair, Climb Stairs, Falls History [SARC-F]) scores and higher Clinical Frailty Scale (CFS) scores and were likely to come from nursing homes. Documentation of sarcopenia was lower than the prevalence of sarcopenia in geriatric rehabilitation inpatients. Sarcopenia was incorrectly documented as data on muscle measurement were missing to define sarcopenia. Practitioners likely used clinical impressions to document sarcopenia, rather than the formal diagnostic criteria.",Gerontology,2025,Thang Dao; Cheng Hwee Soh; Esmee M Reijnierse; Lihuan Guan; Andrea B Maier,"sarcopenia highly prevalent old inpatient unclear sarcopenia document routinely geriatric rehabilitation study aim investigate documentation sarcopenia medical record geriatric rehabilitation patient geriatric rehabilitation inpatient statewide hospital vic australia include patient characteristic muscle measurement medical record admission discharge collect sarcopenia define european working group sarcopenia old people 2 ewgsop2 patient characteristic compare group document non document sarcopenia wilcoxon rank sum chi square test 1,890 geriatric rehabilitation inpatient age 83.4 interquartile range 77.6 88.4 year 56.3 female muscle measurement available 1,334 patient admission prevalence sarcopenia 20.8 n = 278 sarcopenia document 68 1,890 patient 23 muscle mass muscle strength measure patient muscle measurement available document sarcopenia discharge acute admission n = 9 rehabilitation admission n = 25 discharge rehabilitation n = 26 45 patient 8 patient sarcopenia follow ewgsop2 criterion compare patient sarcopenia document patient document sarcopenia low body mass index sarcopenia screening strength assistance walking rise chair climb stairs falls history sarc f score high clinical frailty scale cfs score likely come nursing home documentation sarcopenia low prevalence sarcopenia geriatric rehabilitation inpatient sarcopenia incorrectly document datum muscle measurement miss define sarcopenia practitioners likely clinical impression document sarcopenia formal diagnostic criterion",,,,,
40552864,The Association between Tumor Necrosis Factor-Alpha Inhibitor Use and Dementia Risk in Patients with Rheumatoid Arthritis: A Systematic Review and Meta-Analysis.,"Tumor necrosis factor-alpha inhibitors (TNFi), commonly prescribed for rheumatoid arthritis (RA), have been studied for their potential association with dementia risk. However, previous findings are inconclusive. This study aimed to evaluate the impact of TNFi use on dementia in patients with RA. A systematical search of MEDLINE, Embase, and CENTRAL databases from inception to October 1, 2023, was conducted. Longitudinal comparative studies investigating the association between TNFi use and risk of dementia in patients with RA were included. Pooled adjusted risks of dementia and meta-analysis were conducted to synthesize relative estimates with 95% confidence intervals (CIs). Seven observational studies involving 633,089 patients with RA were included, of which 6 were included in the meta-analysis. The pooled meta-analysis comparing the risk of dementia (hazard ratio [HR] = 0.77, 95% CI: 0.64-0.93) and Alzheimer's disease (AD) (odds ratio = 0.31, 95% CI: 0.23-0.43) between TNFi users and non-users showed a significant association. However, the pooled HR for AD risk was inconsistent. Also, the subgroup analyses indicated that TNFi use was associated with a decreased dementia risk in older adult patients with a mean age of ≥65 years at enrollment (HR = 0.86, 95% CI: 0.80-0.92) and TNFi new users (HR = 0.86, 95% CI: 0.80-0.92). Systematic review and meta-analysis suggest that lowering the level of systemic TNF-alpha by using TNFi could lower the risk of dementia. However, given the retrospective nature of the included studies, further prospective studies are needed to evaluate the role of TNFi in dementia onset.",Gerontology,2025,DaRae Chung; Yoojin Noh; Yun Mi Yu; Young-Mi Ah,"tumor necrosis factor alpha inhibitor tnfi commonly prescribe rheumatoid arthritis ra study potential association dementia risk previous finding inconclusive study aim evaluate impact tnfi use dementia patient ra systematical search medline embase central database inception october 1 2023 conduct longitudinal comparative study investigate association tnfi use risk dementia patient ra include pool adjusted risk dementia meta analysis conduct synthesize relative estimate 95 confidence interval ci seven observational study involve 633,089 patient ra include 6 include meta analysis pooled meta analysis compare risk dementia hazard ratio hr = 0.77 95 ci 0.64 0.93 alzheimer disease ad odd ratio = 0.31 95 ci 0.23 0.43 tnfi user non user show significant association pool hr ad risk inconsistent subgroup analysis indicate tnfi use associate decrease dementia risk old adult patient mean age ≥65 year enrollment hr = 0.86 95 ci 0.80 0.92 tnfi new user hr = 0.86 95 ci 0.80 0.92 systematic review meta analysis suggest lower level systemic tnf alpha tnfi lower risk dementia give retrospective nature include study prospective study need evaluate role tnfi dementia onset",review; observational,review; observational,,,
40552851,Identification of a Risk Allele at SLC41A3 and a Protective Allele HLA-DPB1*02:01 Associated with Sarcopenia in Japanese.,"Age-related alterations in muscle tissue morphology and function, as well as chronic pro-inflammatory conditions, contribute to the development of sarcopenia. To elucidate the multidimensional pathogenesis of sarcopenia, we performed a comprehensive genetic analysis, including common variants, rare variants, and human leukemia antigen (HLA). A total of 129 older adults were analyzed using whole-genome sequencing (WGS), including 67 sarcopenia patients and 62 normal controls. Sarcopenia was diagnosed according to the Asian Working Group for Sarcopenia 2019 consensus. WGS data and associated clinical data were obtained from the National Center for Geriatrics and Gerontology Biobank in Japan. We performed logistic regression adjusted for age, sex, and body mass index for common variant (minor allele frequency [MAF] ≧0.01), rare variant (MAF <0.01), and HLA analyses. For the functional analysis, we performed RNA interference using human myoblasts and estimated gene expressions (MYOG, MYMK, MYMG) by quantitative PCR. Rare variant analysis identified five rare coding variants of genes - SLC41A3, SYNRG, CLUAP1, CCHCR1, and ALDH2 - expressed in skeletal muscle. Of these, a deleterious frameshift deletion in SLC41A3 was associated with the pathogenesis of sarcopenia (p = 0.0012, odds ratio [OR] = 11.52, 95% confidence interval [CI] = 2.62-50.69). This deletion significantly reduced expression of myogenin (MYOG), a factor involved in myoblast differentiation (p = 0.0094), but did not affect the fusion of myogenic cells. We also discovered a new protective allele, HLA-DPB1*02:01 associated with sarcopenia (OR = 0.17, 95% CI = 0.060-0.51, p = 0.0015), which has a high occurrence rate in the Northeast Asian population. Rare variant analysis identified a deleterious frameshift deletion in SLC41A3 as a risk factor for sarcopenia. Our findings suggest that the suppression of MYOG could play a role in myogenesis or muscle maintenance, although this mutation did not impact the terminal differentiation of human myoblasts. Additionally, HLA analysis revealed that HLA-DPB1*02:01 has a protective effect, especially in Northeast Asian populations. Our study enhances the understanding of the etiology of sarcopenia and provides new insights into the mechanisms of its pathogenesis.",Gerontology,2025,Motoki Furutani; Tetsuaki Kimura; Koya Fukunaga; Mutsumi Suganuma; Marie Takemura; Yasumoto Matsui; Shosuke Satake; Yukiko Nakano; Taisei Mushiroda; Shumpei Niida; Kouichi Ozaki; Tohru Hosoyama; Daichi Shigemizu,age relate alteration muscle tissue morphology function chronic pro inflammatory condition contribute development sarcopenia elucidate multidimensional pathogenesis sarcopenia perform comprehensive genetic analysis include common variant rare variant human leukemia antigen hla total 129 old adult analyze genome sequencing wgs include 67 sarcopenia patient 62 normal control sarcopenia diagnose accord asian working group sarcopenia 2019 consensus wgs datum associate clinical datum obtain national center geriatrics gerontology biobank japan perform logistic regression adjust age sex body mass index common variant minor allele frequency maf ≧0.01 rare variant maf < 0.01 hla analyse functional analysis perform rna interference human myoblast estimate gene expression myog mymk mymg quantitative pcr rare variant analysis identify rare code variant gene slc41a3 synrg cluap1 cchcr1 aldh2 express skeletal muscle deleterious frameshift deletion slc41a3 associate pathogenesis sarcopenia p = 0.0012 odd ratio = 11.52 95 confidence interval ci = 2.62 50.69 deletion significantly reduce expression myogenin myog factor involve myoblast differentiation p = 0.0094 affect fusion myogenic cell discover new protective allele hla dpb1 02:01 associate sarcopenia = 0.17 95 ci = 0.060 0.51 p = 0.0015 high occurrence rate northeast asian population rare variant analysis identify deleterious frameshift deletion slc41a3 risk factor sarcopenia finding suggest suppression myog play role myogenesis muscle maintenance mutation impact terminal differentiation human myoblast additionally hla analysis reveal hla dpb1 02:01 protective effect especially northeast asian population study enhance understanding etiology sarcopenia provide new insight mechanism pathogenesis,,,,,
40552835,Loss of Glutaminase 1 in Small Sensory Neurons Prevents Nerve Injury Induced Mechanical Allodynia: Insights From Conditional Knockout Mice.,"Glutamate, the primary neurotransmitter released by nociceptors, is predominantly synthesised by the enzyme Glutaminase 1 (GLS1). The involvement of GLS1 in pain pathways is well supported, as Gls1 heterozygous mice exhibit altered nociception and GLS1 levels increase in the dorsal root ganglia (DRG) under chronic peripheral inflammation. However, the specific contribution of GLS1 in sensory neurons to the development and maintenance of chronic neuropathic pain remains unclear. To explore this, we specifically targeted GLS1 expression in nociceptors. We used the Cre-LoxP system to generate a transgenic mouse with a specific deletion of Gls1 gene in neurons expressing the Nav1.8 sodium channel. Gene deletion was assessed by genomic PCR and immunofluorescence. GLS1 conditional knockout (cKO) mice and control littermates, under naïve conditions or following spared nerve injury (SNI), were analysed for mechanical allodynia and for expression of GLS1 and other components of the glutamatergic system using real-time PCR and Western blotting. GLS1 cKO mice exhibited a significant reduction in GLS1 levels in the DRG, particularly in medium- to small-sized neurons. GLS1 deficiency prevented the development of mechanical allodynia following peripheral nerve injury. SNI induced GLS1 upregulation in the DRG of control mice, but not in cKO mice. In the spinal cord, NMDA receptor expression decreased after SNI only in naïve animals, while GLS1 and other glutamate receptors remained unchanged under all conditions. Upregulation of GLS1 in sensory neurons after peripheral nerve injury contributes to mechanical allodynia. Targeting peripheral GLS1 could offer a potential analgesic strategy for neuropathic pain. We generated a transgenic mouse with a specific deletion of the Gls1 gene in Nav1.8-expressing neurons to assess the role of peripheral GLS1 in pain transmission. GLS1 is not required for physiological pain but is essential for the development of mechanical allodynia after nerve injury. GLS1 is upregulated in nociceptors following nerve injury, suggesting enhanced glutamate signalling. Taken together, results suggest that targeting GLS1 expression in neuropathic conditions could be a potential therapeutic strategy.","European journal of pain (London, England)",2025,Anabel Martínez-Padilla; Javier Márquez; Miguel Á Huerta; Carolina Roza; Elsa Cisneros,glutamate primary neurotransmitter release nociceptor predominantly synthesise enzyme glutaminase 1 gls1 involvement gls1 pain pathway support gls1 heterozygous mice exhibit alter nociception gls1 level increase dorsal root ganglia drg chronic peripheral inflammation specific contribution gls1 sensory neuron development maintenance chronic neuropathic pain remain unclear explore specifically target gls1 expression nociceptor cre loxp system generate transgenic mouse specific deletion gls1 gene neuron express nav1.8 sodium channel gene deletion assess genomic pcr immunofluorescence gls1 conditional knockout cko mouse control littermate naïve condition follow spare nerve injury sni analyse mechanical allodynia expression gls1 component glutamatergic system real time pcr western blotting gls1 cko mouse exhibit significant reduction gls1 level drg particularly medium- small sized neuron gls1 deficiency prevent development mechanical allodynia follow peripheral nerve injury sni induce gls1 upregulation drg control mouse cko mouse spinal cord nmda receptor expression decrease sni naïve animal gls1 glutamate receptor remain unchanged condition upregulation gls1 sensory neuron peripheral nerve injury contribute mechanical allodynia target peripheral gls1 offer potential analgesic strategy neuropathic pain generate transgenic mouse specific deletion gls1 gene nav1.8 express neuron assess role peripheral gls1 pain transmission gls1 require physiological pain essential development mechanical allodynia nerve injury gls1 upregulate nociceptor follow nerve injury suggest enhanced glutamate signalling take result suggest target gls1 expression neuropathic condition potential therapeutic strategy,,,,,
40552782,Prevalence and prognosis of sarcopenia in acute COVID-19 and long COVID: a systematic review and meta-analysis.,"A comprehensive investigation delineating the prevalence of sarcopenia across different infection phases, from acute COVID-19 to long COVID, is lacking. Meanwhile, the relationship between sarcopenia and adverse outcomes among COVID-19 patients remains inconsistent. A systematic search of MEDLINE/PubMed, Embase, Cochrane Library, Web of Science, and Scopus, before 22nd February 2025, was conducted to identify studies assessing sarcopenia prevalence in acute COVID-19 and long COVID. Random effects meta-analyses were performed to estimate the pooled prevalence of sarcopenia for acute COVID-19 and long COVID patients. Subgroup analyses stratified by assessment tool, region, income, hospitalization status, and age were performed. The associations between sarcopenia and COVID-19-related clinical outcomes were further quantified. A total of 39 studies with 6,982 individuals were included. The pooled prevalence of sarcopenia was 48.7% (95% confidence interval (CI): 39.6-57.9%) in acute COVID-19 and 23.5% (95% CI: 12.7-39.4%) in long COVID. In acute COVID-19 patients, sarcopenia was not significantly associated with length of stay (mean difference = 2.215, 95% CI: -0.004 to 4.433), mechanical ventilation (Odds ratio (OR) = 1.80, 95% CI: 0.84-3.85), admission to the intensive care unit (OR = 1.05, 95% CI: 0.63-1.77), or mortality (OR = 1.41, 95% CI: 0.86-2.32), but was significantly associated with tracheostomy (OR = 2.48, 95% CI: 1.28-4.82). In conclusion, our findings indicate that sarcopenia is highly prevalent in acute COVID-19 and persists in a substantial proportion of long COVID patients, suggesting prolonged muscle loss beyond the acute phase. Future well-designed studies are needed to further investigate the association between sarcopenia and short-term and long-term prognostic outcomes in both acute and long COVID patients.",Annals of medicine,2025,Ying Xu; Jia-Wen Xu; You Wu; Li-Juan Rong; Li Ye; Oscar H Franco; Ching-Wen Chien; Xiao-Ru Feng; Jia-Yu Chen; Tao-Hsin Tung,"comprehensive investigation delineate prevalence sarcopenia different infection phase acute covid-19 long covid lack relationship sarcopenia adverse outcome covid-19 patient remain inconsistent systematic search medline pubmed embase cochrane library web science scopus 22nd february 2025 conduct identify study assess sarcopenia prevalence acute covid-19 long covid random effect meta analysis perform estimate pooled prevalence sarcopenia acute covid-19 long covid patient subgroup analysis stratify assessment tool region income hospitalization status age perform association sarcopenia covid-19 relate clinical outcome quantify total 39 study 6,982 individual include pooled prevalence sarcopenia 48.7 95 confidence interval ci 39.6 57.9 acute covid-19 23.5 95 ci 12.7 39.4 long covid acute covid-19 patient sarcopenia significantly associate length stay mean difference = 2.215 95 ci -0.004 4.433 mechanical ventilation odd ratio = 1.80 95 ci 0.84 3.85 admission intensive care unit = 1.05 95 ci 0.63 1.77 mortality = 1.41 95 ci 0.86 2.32 significantly associate tracheostomy = 2.48 95 ci 1.28 4.82 conclusion finding indicate sarcopenia highly prevalent acute covid-19 persist substantial proportion long covid patient suggest prolong muscle loss acute phase future design study need investigate association sarcopenia short term long term prognostic outcome acute long covid patient",clinical_trial,clinical_trial,,,
40552744,Simultaneously Dealing With Immortal Time Bias and Residual Confounding: A Case Study of a High-Dimensional Propensity Score Approach With a Nested Case-Control Framework in Multiple Sclerosis Research.,"Observational studies of time-dependent treatments often face immortal time bias and residual confounding, complicating treatment effect estimation. We implemented a high-dimensional propensity score (hdPS) analysis within a nested case-control (NCC) framework to address both biases simultaneously. We used a retrospective cohort of 19 360 individuals with multiple sclerosis (MS) in British Columbia, Canada, to examine the relationship between disease-modifying drugs (DMDs) and all-cause mortality. A 1:4 NCC analysis addressed immortal time bias, and hdPS was applied to handle residual confounding. Sensitivity analyses tested the robustness of findings across various hdPS parameters and matching strategies. We matched a total of 3209 cases to 12 293 controls in the NCC analysis, and demonstrated a 28% reduction in mortality risk associated with exposure to DMDs (hazard ratio [HR]: 0.72, 95% confidence interval [CI]: 0.62-0.84) in the NCC-hdPS analysis. Sensitivity analyses using different propensity score estimation techniques and control-matching strategies yielded consistent results, with HRs ranging between 0.70 and 0.77. This study offers a practical framework for addressing immortal time bias and residual confounding simultaneously, improving the validity of effect estimates in real-world studies. We shared reproducible R codes for researchers to facilitate the adoption of this methodology in their research.",Pharmacoepidemiology and drug safety,2025,Md Belal Hossain; Huah Shin Ng; Feng Zhu; Helen Tremlett; Mohammad Ehsanul Karim,observational study time dependent treatment face immortal time bias residual confounding complicate treatment effect estimation implement high dimensional propensity score hdp analysis nested case control ncc framework address bias simultaneously retrospective cohort 19 360 individual multiple sclerosis ms british columbia canada examine relationship disease modify drug dmds cause mortality 1:4 ncc analysis address immortal time bias hdp apply handle residual confounding sensitivity analysis test robustness finding hdps parameter matching strategy match total 3209 case 12 293 control ncc analysis demonstrate 28 reduction mortality risk associate exposure dmds hazard ratio hr 0.72 95 confidence interval ci 0.62 0.84 ncc hdps analysis sensitivity analyse different propensity score estimation technique control matching strategy yield consistent result hrs range 0.70 0.77 study offer practical framework address immortal time bias residual confounding simultaneously improve validity effect estimate real world study share reproducible r code researcher facilitate adoption methodology research,observational,observational,,,
40552725,Cerebral Venous Thrombosis During Pregnancy and Postpartum: A Systematic Review and Meta-Analysis.,"Cerebral venous thrombosis (CVT) is a rare but life-threatening condition, particularly among pregnant and postpartum women. However, estimates of its incidence, recurrence, and associated adverse outcomes remain inconsistent. Moreover, the role of antithrombotic prophylaxis in mitigating these risks has not been fully established. This study aimed to synthesize global evidence on the incidence of CVT during pregnancy and postpartum, evaluate recurrence rates of CVT and noncerebral venous thromboembolism (VTE), assess adverse pregnancy outcomes, and explore the efficacy and safety of antithrombotic prophylaxis in high-risk populations. A systematic review and meta-analysis was conducted following PRISMA guidelines. Five major databases were searched for observational studies reporting CVT incidence, recurrence, or pregnancy outcomes in women with prior CVT or noncerebral VTE, covering the period from 1980 to September 2024, with an updated search completed on May 6, 2025. Data were pooled using random-effects models and heterogeneity was quantified via the I² statistic. Forty-seven studies encompassing 14,218 pregnancies were included. The pooled incidence of postpartum CVT was 7 cases per 100,000 deliveries (95% CI: 3-15), with significant regional disparities (Asia: 19/100,000; Europe: 3/100,000). The recurrence rate of CVT was 10.2 per 1,000 deliveries (95% CI: 5-21), while noncerebral VTE recurred in 15.3 per 1,000 pregnancies (95% CI: 8-28). The crude risk of spontaneous abortion was 15.7% (95% CI: 31.4-39.4), with higher rates observed in women not receiving prophylaxis. Antithrombotic prophylaxis appeared to reduce the risk of noncerebral VTE recurrence but did not significantly affect CVT recurrence. CVT and noncerebral VTE pose substantial risks during pregnancy, particularly in women with prior thrombotic events. Although antithrombotic prophylaxis may offer partial protection, its benefits must be carefully weighed against potential maternal and fetal risks. These findings underscore the need for individualized management and further research to inform evidence-based clinical guidelines.",International journal of stroke : official journal of the International Stroke Society,2025,Xiaoming Zhang; Kun Fang; Yiran Zhang; Jiahao Song; Ruolin Wang; Xunming Ji; Ran Meng; Da Zhou,"cerebral venous thrombosis cvt rare life threaten condition particularly pregnant postpartum woman estimate incidence recurrence associate adverse outcome remain inconsistent role antithrombotic prophylaxis mitigate risk fully establish study aim synthesize global evidence incidence cvt pregnancy postpartum evaluate recurrence rate cvt noncerebral venous thromboembolism vte assess adverse pregnancy outcome explore efficacy safety antithrombotic prophylaxis high risk population systematic review meta analysis conduct follow prisma guideline major database search observational study report cvt incidence recurrence pregnancy outcome woman prior cvt noncerebral vte cover period 1980 september 2024 update search complete 6 2025 datum pool random effect model heterogeneity quantify i² statistic seven study encompass 14,218 pregnancy include pooled incidence postpartum cvt 7 case 100,000 delivery 95 ci 3 15 significant regional disparity asia 19/100,000 europe 3/100,000 recurrence rate cvt 10.2 1,000 delivery 95 ci 5 21 noncerebral vte recur 15.3 1,000 pregnancy 95 ci 8 28 crude risk spontaneous abortion 15.7 95 ci 31.4 39.4 high rate observe woman receive prophylaxis antithrombotic prophylaxis appear reduce risk noncerebral vte recurrence significantly affect cvt recurrence cvt noncerebral vte pose substantial risk pregnancy particularly woman prior thrombotic event antithrombotic prophylaxis offer partial protection benefit carefully weigh potential maternal fetal risk finding underscore need individualized management research inform evidence base clinical guideline",review; observational,review; observational,,,
40552707,Personalized Treatment Selection for Multivariate Ordinal Scale Outcomes and Multiple Treatments.,"In this study, we present an innovative approach for tailoring treatment selection on an individualized basis in the presence of correlated multiple responses, particularly those measured on ordinal scales, including binary responses. Our methodology involves the utilization of rank lists for treatments, generated from probabilities of observing responses of higher order than each level of the ordinal outcome, conditional on patient covariate measurements. We introduce a rank aggregation technique designed to amalgamate multiple lists of ranks, allowing for correlations both within these lists and among elements within each list. Our approach is versatile, accommodating any number of treatments and responses, and is applicable across a wide range of models. Our method offers flexibility by allowing the integration of response weights, enabling customization based on patient and clinician preferences on an individual case basis for optimal treatment decisions. To evaluate the performance of our proposed method in finite samples, we conducted a simulation study. Furthermore, we provide two illustrative examples using data from clinical trials on Cystic Fibrosis and Alzheimer's Disease, demonstrating the application of our proposed procedure in real-world scenarios.",Pharmaceutical statistics,2025,Chathura Siriwardhana; Bakeerathan Gunaratnam; K B Kulasekera,study present innovative approach tailor treatment selection individualized basis presence correlate multiple response particularly measure ordinal scale include binary response methodology involve utilization rank list treatment generate probability observe response high order level ordinal outcome conditional patient covariate measurement introduce rank aggregation technique design amalgamate multiple list rank allow correlation list element list approach versatile accommodate number treatment response applicable wide range model method offer flexibility allow integration response weight enable customization base patient clinician preference individual case basis optimal treatment decision evaluate performance propose method finite sample conduct simulation study furthermore provide illustrative example datum clinical trial cystic fibrosis alzheimer disease demonstrate application propose procedure real world scenario,clinical_trial,clinical_trial,,,
