PMID,Title,Abstract,Journal,Year,Authors
40549196,Enhanced identification of novel pathogenic variants in hereditary hearing loss through physical phasing with integrated short and long-read sequencing data.,"Haplotagged variant calling is essential for determining genetic etiologies in hereditary hearing loss (HHL) cases when familial testing is unavailable, and long-read whole-genome sequencing (lrWGS) enables this by outperforming in several key areas: enhanced detection of structural variations (SVs) and precise long-range haplotype phasing. In this study, we enrolled two HL cases from the China Deafness Genetics Consortium (CDGC) cohort, whose genetic tests were previously inconclusive due to a lack of pedigree segregation data. Small variants (including SNVs and InDels) profiles were generated by short-read whole-genome sequencing (srWGS), while SVs were identified and co-phased with small variants using a read-based approach. As a result, 87% and 83% of the chromosomal regions were successfully phased, and reached mean haplotype block lengths up to 661.9 kb and 309.9 kb, respectively. A total of 483 and 434 small variants, along with three and six heterozygous SVs in coding and splice regions of 201 HL-associated genes were phased. Pathogenic interpretations resolved compound heterozygosity in MARVELD2, identifying a pathogenic (P) variant NM_001038603.3:c.782G > A in trans with a novel pathogenic (P) deletion (NM_001038603.3:c.1183-1288_1503 + 195del). Additionally, we identified a known P variant NM_022124.6:c.5369-1G > A, which was oriented in trans with a P deletion NM_022124.6:c.-5-12_67 + 154del in the CDH23 gene. This study demonstrates the clinical utility of integrating srWGS and Nanopore lrWGS for comprehensive variant detection and haplotype determination in HL cases with limited family background details, providing a robust framework for resolving complex genetic etiologies and improving diagnostic precision.",Molecular genetics and genomics : MGG,2025,Lu Kang; Qian Zhang; Chao Wang; Jia Geng; Xinlei Li; Mingjun Zhong; Sihan Liu; Xuegang Wang; Yu Lu; Jing Cheng; Yongxin Ma; Fengxiao Bu; Huijun Yuan
40549179,Quantification of Lewy body pathology by cerebrospinal fluid endpoint dilution RT-QuIC in a neuropathological autopsy cohort of clinically heterogeneous participants.,"The identification of biomarkers predicting the burden of brain alpha-synuclein (α-syn) pathology in vivo represents a research priority in Lewy body disease (LBD). Recently, some kinetic parameters of seed amplification assays (SAAs) for α-syn showed associations with measures of clinical progression. However, preanalytical and analytical factors significantly affect these parameters, reducing reproducibility. The Endpoint Dilution (ED) SAA Real-time Quaking-induced Conversion (RT-QuIC) is emerging as an alternative, more accurate tool for seed quantification. Still, the approach needs validation in large patient cohorts. We applied the ED RT-QuIC to postmortem ventricular cerebrospinal fluid (CSF) samples from 357 brain donors, including 168 who showed LBD at neuropathologic examination. We estimated the seeding dose, yielding positive responses in 50% of replicate reactions (SD50), using the midSIN algorithm and correlated these values with postmortem synuclein pathology burden and clinical severity measures. LBD was staged through the Unified Staging System for Lewy Body Disorders and the Lewy pathology consensus criteria. The SD50 values (expressed in log<sub>10</sub>SD/ml) differed significantly among participants at different LBD stages (p < 0.0001), with those at a neocortical stage demonstrating higher values than those at a brainstem-predominant stage (p < 0.0001). The SD50 values were significantly associated with the LBD load evaluated through immunohistochemistry (Rho = 0.62, p < 0.0001). Participants showing higher SD50 values performed worse at the last available scores on clinical scales evaluating motor (Rho = 0.33, p < 0.0001) and olfactory functions (Rho = - 0.33, p < 0.0001). The SD50 scores accurately distinguished neocortical LBD participants from those at lower stages (area under the curve, 0.86; 95% confidence interval, 0.79-0.92). The CSF ED RT-QuIC measure of α-syn seeds correlated significantly with LBD burden and clinical severity scores. These findings validate the CSF ED RT-QuIC as a quantitative assay for misfolded brain α-syn in LBD. This novel approach may be clinically applied to identify individuals at different stages of LBD pathology in research settings.",Acta neuropathologica,2025,Andrea Mastrangelo; Serena Caldera; Sophie E Mastenbroek; Erica Vittoriosi; Shorena Janelidze; Geidy E Serrano; Alireza Atri; Holly Shill; Erika Driver-Dunckley; Shyamal Mehta; Charles H Adler; Angela Mammana; Franco Magliocchetti; Simone Baiardi; Thomas G Beach; Oskar Hansson; Piero Parchi
40549177,Beta-band desynchronization in the human hippocampus during movement preparation in a delayed reach task.,"Though the hippocampus is known for its role in memory and navigation, growing evidence has suggested that it is involved in voluntary movement. By investigating whether the hippocampus is active during movement preparation, we can understand its role in motor control. In this study, we utilized a Delayed Reach task to measure beta-band (13-30 Hz) amplitude changes in the human hippocampus during movement preparation. We hypothesized to observe beta-band event-related desynchronization (ERD) during the movement preparation phases. Eleven patients diagnosed with drug-resistant epilepsy were implanted with stereoelectroencephalographic (SEEG) depth electrodes and SEEG signals were recorded. We pre-processed the raw neural signals using the zap-line noise removal technique and re-referenced the data using a novel weighted electrode shaft re-referencing technique. The beta-band Power Spectral Density (PSD) was calculated using multi-taper spectral analysis and trial averaged PSD between task phases was compared using a cluster-based permutation test. We then compared modulation between ipsilateral vs. contralateral contacts using the group-level Yate's z-test. 91% of participants and 46.8% of hippocampal gray matter contacts (n = 149) exhibited significant beta-band ERD during the Delay phase compared to baseline. During the Response phase, 100% of participants and 69.8% of hippocampal gray matter contacts exhibited significant beta-band decreases. We observed no significant difference between ipsilateral and contralateral contacts (p > 0.05). This study is the first to demonstrate hippocampal beta-band modulation during movement preparation, implying that the hippocampus may be involved during the movement processing.",Experimental brain research,2025,Xiecheng Shao; Ryan S Chung; Shivani Sundaram; Roberto Martin Del Campo-Vera; Jonathon Cavaleri; Selena Zhang; Adith Swarup; Alexandra Kammen; Miguel Parra; Xenos Mason; Christi Heck; Charles Y Liu; Spencer S Kellis; Brian Lee
40549163,The repair of large meningomyelocele defects using perforator artery-based non-island fasciocutaneous flaps.,"The aim of this study is to evaluate the outcomes and complications of surgically closing myelomeningocele (MMC) defects in infants using perforator artery-based non-island fasciocutaneous flaps. Between January 2022 and March 2024, 12 infants (8 girls and 4 boys) underwent closure surgery for MMC defects. All patients underwent surgery in the first 48 h after delivery. All newborn care, laboratory, and radiological values of patients who underwent surgery within 48 h after birth were performed. The surgery to be applied was determined according to the evaluations of plastic surgery, anesthesia clinic, and neurosurgery. All patients were evaluated in the newborn clinic, and their postoperative close follow-ups were conducted there. The surgical area was evaluated together by plastic surgery and neurosurgery. The most frequent surgical flap problem was venous congestion in the flap's distal part (75% of instances, nine patients). Wound dehiscence occurred at the flap edge in 25% of our patients (three patients), in the T zone of the donor site in 20% (two patients), and on both sides in 5% (one patient), all of which were successfully treated without surgery. None of the patients developed hematomas, but seroma was seen in 10% of the donor regions. There was no flap loss or total necrosis. No patient had a reoperation due to flap-related problems. Our follow-up period was 4 months, and no late-stage problems (wound dehiscence or sinus) were detected. CONCLUSıON: We believe closing a MMC defect with a perforator artery-based non-island fasciocutaneous flap is a safe and successful procedure with low morbidity. The most common consequences are venous congestion and mild wound dehiscence, which are often addressed as non-surgical problems. Long-term follow-ups revealed no late problems.",Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery,2025,Necati Ucler; Recep Anlatıcı
40549046,The prognostic value of sarcopenia and sarcopenic obesity in patients with lung cancer receiving immunotherapy: a propensity score matching study.,"Sarcopenic obesity (SO) is a prognostic factor and its impact on response to immunotherapy is still unknown in lung cancer. We aimed to explore the role of SO and body composition in predicting overall survival (OS) in patients with lung cancer receiving immune checkpoint inhibitors (ICIs). We conducted a retrospective study involving 119 patients with lung cancer who underwent immunotherapy. The subcutaneous fat area (SFA), visceral fat area (VFA) and skeletal muscle index (SMI) were determined by the cross-sectional computed tomography at the L3 lumbar vertebral level. Sarcopenia and SO were defined by SMI and body mass index. Kaplan-Meier and Cox proportional hazard analyses were used to evaluate the impact of body composition on survival. The propensity score matching (PSM) analysis was used to reduce bias and a nomogram was created to predict the OS. The Kaplan-Meier survival showed that patients with sarcopenia and SO had poor survival time in the total and PSM cohort. The Cox analyses revealed that sarcopenia (Hazard ratio (HR): 2.04, 95% Confidence Interval (CI): 1.04-4.01, P = 0.039) and SO (HR: 3.17, 95%CI: 1.49-6.75, P = 0.003) were independent OS predictors. SFA and VFA were not associated with OS. The SMI, age, stage, albumin level and SFA were used to develop a nomogram. Patients with high nomogram scores had worse OS (P < 0.0001). Sarcopenia and SO are prognostic factors in patients with lung cancer receiving ICIs. A nomogram that integrates body composition is sufficiently accurate for predicting OS in patients with lung cancer receiving immunotherapy.",The oncologist,2025,Wen Wang; Xintian Xu; Hongming Liu; Yongxia Cui; Qian Han; Tingting Yang; Mengxing Tian; Yu Qian; Xin Jin; Lei Lei
40549040,"Prediction of methotrexate neurotoxicity using clinical, sociodemographic, and area-based information in children with acute lymphoblastic leukemia.","Methotrexate is a critical component of pediatric acute lymphoblastic leukemia (ALL) therapy that can result in neurotoxicity which has been associated with an increased risk of relapse. We leveraged machine learning to develop a neurotoxicity risk prediction model in a diverse cohort of children with ALL. We included children (age 2-20 years) diagnosed with ALL (2005-2019) and treated in Texas without pre-existing neurologic disease. Clinical information was obtained by medical record review. Neurotoxicity occurring post-induction and prior to maintenance therapy was defined as neurologic episodes occurring within 21 days of methotrexate. Suspected cases were independently confirmed by 2 pediatric oncologists. Demographic and clinical factors were compared using logistic regression. The dataset was randomly split (80/20) for training and testing. random forest (RF) with boosting and downsampling using 5-repeat, 10-fold cross-validation was used to construct a predictive model. Neurotoxicity developed in 115 (8.7%) of 1325 eligible patients. Several factors including older age at diagnosis (OR = 1.19, 95% CI: 1.15-1.24) and Latino ethnicity (OR = 2.79, 95% CI: 1.83-4.35) were associated with neurotoxicity. The RF had an area under the curve of 0.77 with a train error rate of 0.29 and a test error rate of 0.24. The overall sensitivity was 0.73, and specificity was 0.69. In one of the largest studies of its kind, we developed a novel risk prediction model of methotrexate-related neurotoxicity. Ultimately, a validated model may help guide the development of personalized treatment strategies to reduce the burden of neurotoxicity in children diagnosed with ALL.",The oncologist,2025,Rachel D Harris; Olga A Taylor; Maria Monica Gramatges; Amy E Hughes; Mark Zobeck; Sandi Pruitt; M Brooke Bernhardt; Ashley Chavana; Van Huynh; Kathleen Ludwig; Laura Klesse; Kenneth Heym; Timothy Griffin; Rodrigo Erana; Juan Carlos Bernini; Ashley Choi; Yuu Ohno; Melissa A Richard; Alanna C Morrison; Han Chen; Bing Yu; Philip J Lupo; Karen R Rabin; Michael E Scheurer; Austin L Brown
40549030,Astragaloside's Role in Microglial Neuroinflammation: A Multi-Method Study Combining Experimental and Computational Analyses.,"This study investigates the mechanism by which astragaloside (AST) modulates microglial metabolism to alleviate inflammatory injury following oxygen-glucose deprivation/reoxygenation (OGD/R), a model simulating ischemic brain injury. Four groups were studied: Control, Model, AST-treated, and Positive Control (NBP). Cell injury was assessed via CCK-8 assay, and microglial M1 polarization was analyzed by flow cytometry. TNF-α and IL-1β protein levels were measured using ELISA, while IL-1β and IL-10 mRNA expression was quantified by PCR. Core targets were identified through network pharmacology, followed by GO/KEGG enrichment analysis and molecular docking. Protein expression was validated by Western blotting, and metabolic changes were evaluated via metabolomics. AST significantly attenuated OGD/R-induced microglial injury, suppressed TNF-α and IL-1β expression, and inhibited M1 polarization while upregulating IL-10 mRNA. Network pharmacology and molecular docking revealed AST's strong binding affinity to key energy metabolism proteins, including SRC, AKT, and mTOR. Western blotting confirmed activation of SRC and AKT pathways. Metabolomics indicated that AST reversed OGD/R-induced metabolic shifts, downregulating linoleic acid metabolism while modulating glycerophospholipid and pentose phosphate pathways. Astragaloside mitigates OGD/R-induced inflammatory injury by modulating SRC and AKT signaling pathways, leading to metabolic reprogramming in microglia. These findings highlight AST's potential as a therapeutic agent for neuroinflammatory disorders.",Neurochemical research,2025,Dian Ou; Jiating Li; Yiming Shi; Xiaodan Liu; Nujiao Deng; Lequn Peng; Yanling Li; Tingting Xiong; Yang Bai; Wei Zhang; Huang Ding
40549026,Transient receptor potential vanilloid channel 2 contributes to multi-modal endoplasmic reticulum and perinuclear space dilations that can also be observed in prion-infected mice.,"Our recent work on the prion protein and Na<sup>+</sup>, K<sup>+</sup>-ATPases (NKAs) led us to revisit data from over 50 years ago, which suggested similarities between vacuolation phenotypes in rodents poisoned with cardiac glycosides (CGs) and spongiform degeneration in prion disease. At that time, this hypothesis was dismissed because the vacuolation observed in prion diseases affects neurons, whereas CG poisoning in rodent brains led to swellings of the endoplasmic reticulum (ER) in astrocytes. We speculated that this difference might be specific to rodents and document here that the vacuolation shifts to neurons in mice expressing a humanized NKA α1 subunit. Next, we investigated the molecular mechanisms that could cause similar ER vacuolation in human cells in vitro. We found that certain stressors-such as overexpression of NKA α subunits and exposure to specific toxins known to trigger the unfolded protein response-can induce a phenotype characterized by profound ER dilation that is most strikingly observed for the perinuclear space (PNS). The ion imbalance typically caused by functional NKAs does not contribute to this phenotype. In fact, it can occur even with the overexpression of catalytically inactive NKAs. Several lines of evidence, generated with pharmacological agents, ion-specific dyes, antagonists, and truncated expression constructs, suggest that a calcium leak channel in the ER, known as transient receptor potential vanilloid 2 (TRPV2), plays a role in this ER and PNS dilation. Additionally, we observed that the formation of these vacuoles coincides with a decrease in steady-state levels of the lipid kinase PIKFYVE, which is recognized for its role in endolysosomal fission and fusion processes. Finally, we found evidence of vacuoles in cryosectioned brains of prion-infected mice that can be filled with a fluorescent marker targeted at the ER and PNS. This raises the possibility that this vacuolation phenomenon contributes to spongiform degeneration seen in prion diseases.",Acta neuropathologica,2025,Wenda Zhao; Shehab Eid; Chris Sackmann; Declan Williams; Xinzhu Wang; Yunqing Ouyang; Thomas Zerbes; Gerold Schmitt-Ulms
40549020,Off-Label but On-Target: Sacral Neuromodulation for Neurogenic Bladder Dysfunction.,"Neurogenic bladder dysfunction (NBD) is a frequent complication of neurological diseases including Parkinson's disease, multiple sclerosis, spinal cord injury, and spina bifida. Managing NBD remains challenging, especially for patients who fail to respond to standard therapies. Sacral neuromodulation (SNM), though FDA-approved for non-neurogenic conditions, is increasingly explored off-label in neurogenic populations. Recent studies demonstrate that SNM can improve lower urinary tract symptoms, bladder storage, and emptying in select NBD patients. Small case series and retrospective reviews suggest reduced catheterization and medication use. Technological advances, such as closed-loop systems and MRI-compatible devices, are broadening SNM's clinical potential. SNM is emerging as a valuable, minimally invasive treatment for neurogenic bladder dysfunction. Careful patient selection and understanding of underlying pathophysiology are essential for success. As evidence grows and device innovations continue, SNM could reshape management strategies for patients with neurogenic bladder.",Current urology reports,2025,Keianna Vogel; Nissrine Nakib
40548975,Resilient outcomes in people with a history of mental disorder during the COVID-19 pandemic: an international 2-years longitudinal prospective study.,"During the COVID-19 pandemic, the global population was exposed to a significant psychological stress, which had an impact on the mental health in individuals with pre-existing mental disorders. Despite their heightened vulnerability, subgroups within this population demonstrated resilient outcomes throughout the pandemic. This study aims to identify predictors of long-term, sustained resilient outcomes among people with a history of mental disorder during the first two years of the pandemic. In this international 2-year, 5-wave longitudinal online survey, the Patient Health Questionnaire-9, the Generalized Anxiety Disorder Scale, and the PTSD Checklist DSM-5 were used for a proxy measure of psychological distress. As possible predictors of sustained resilient outcomes, we investigated socio-demographic characteristics, economic and housing status, pandemic-related issues, chronic diseases, social support, fear of contamination and personal values which were investigated respectively through the Oslo Social Support Scale, the Padua Inventory, and the Portrait Values Questionnaire. Data were analysed with a Mover-Stayer Latent Transition Analysis model. Nine-hundred and forty-three participants with a mental disorder were included in the analysis. Variables associated with a higher chance of sustained resilient outcomes were older age, maintaining a job, and having more people in the household. In contrast, female gender, losing job, difficulty in meeting basic needs, higher fear of contamination, hedonism, less social support and loneliness resulted in a lower likelihood of presenting sustained resilient outcomes. This study identified factors that predictsustained resilience in people with mental disorders. The newly discovered predictors could prove invaluable in developing strategies to enhance the resilience of people with mental disorders during times of crises, such as pandemics.",Social psychiatry and psychiatric epidemiology,2025,I Pinucci; F Tedeschi; R Serra; M Patanè; C Acartürk; D Andriani; R A Bryant; S Burchert; G Caggiu; D Campos; C Conflitti; C Davisse-Paturet; M Felez-Nobrega; D Fuhr; B J Hall; J M Haro; A C Huizink; C Knaevelsrud; G Kurt; A Lam; I Leijen; R Mediavilla; M Melchior; E Mittendorfer-Rutz; N Morina; M Monzio Compagnoni; P Nicaise; C Palantza; C Panter-Brick; D Papola; S Quero; C Rodriguez Prada; S Seedat; H Setyowibowo; P Smith; J van der Waerden; H Walter; A Witteveen; M Pasquini; M Sijbrandij; C Barbui; L Tarsitani
40548942,The lincRNA Pantr1 is a FOXG1 target gene conferring site-specific chromatin binding of FOXG1.,"Derailed gene expression programs within the developing nervous system, encompassing both transcriptional and post-transcriptional processes, can cause diverse neurodevelopmental diseases (NDD). The NDD FOXG1-syndrome lacks full understanding of the mechanistic role of its eponymous gene product. While it is known that FOXG1 acts in part at the chromatin by binding to regulative regions, it is unclear what factors control its presence at specific sites. Long non-coding RNAs (lncRNAs) can mediate site-directed transcription factor binding, but their potential role in FOXG1-syndrome has not been described. Here, we show that FOXG1 localisation is regulated at selected loci through the lncRNA Pantr1. We identified FOXG1 as an upstream transcriptional activator of Pantr1 in human and mice. Further, we discovered that FOXG1 has the ability to associate with RNAs. Both transcriptional regulation of Pantr1 by FOXG1 and binding of both partners build up a regulative network that impacts the localisation of FOXG1 at selected genomic loci. Specifically, Pantr1 facilitates cooperative presence of FOXG1/NEUROD1 at specific sites, and Pantr1 reduction leads to redistribution of FOXG1 to comparably more generic binding sites. The rescue of impaired dendritic outgrowth upon FOXG1 reduction by simultaneous overexpression of Pantr1 underlines the importance of the FOXG1/Pantr1 regulative network.",Nucleic acids research,2025,Fabian Gather; Tudor Rauleac; Ipek Akol; Ganeshkumar Arumugam; Camila L Fullio; Teresa Müller; Dimitrios Kleidonas; Ruth Geiss-Friedlander; Andre Fischer; Andreas Vlachos; Rolf Backofen; Tanja Vogel
40548903,Towards Better and More Valid Zebrafish Models of Alzheimer's Disease: A Scientific Tribute to Prof. Mikhail I. Aghajanov.,"The most common form of dementia, Alzheimer's disease (AD) is a severely debilitating neurodegenerative disorder that afflicts over 50 million people globally. Despite extensive its research using various animal models, nearly all promising AD treatments have failed in clinical trials. Zebrafish (Danio rerio) have recently emerged as a valuable alternative to traditional (rodent) models of AD, possessing conserved neurotransmitter systems and disease pathways with humans, as well as orthologs for key genes associated with neurodegenerative disease. Here, we review recent advances and applications of zebrafish to study the pathogenesis of AD, and discuss the advantages, limitations, and potential future directions of research utilizing zebrafish AD models. This paper is dedicated to the late Professor Mikhail I. Aghajanov (1939-2024), a prominent Armenian neurochemist and a true crusader for fundamental AD research.",Journal of neurochemistry,2025,Maria M Kotova; Adam Michael Stewart; Artem Grigoryan; Sanobar Shariff; Foad Mirzaei; Burhan Kantawala; Karen Dilbaryan; Murilo S de Abreu; David S Galstryan; Jiahao Cui; Longen Yang; Konstantin B Yenkoyan; Allan V Kalueff
40548886,Medication Nonadherence in Children and Adolescents with ADHD.,"<b></b><i>Objective:</i> Attention-deficit/hyperactivity disorder (ADHD) affects 6-10 % of children and adolescents worldwide. While psychopharmacological treatments effectively reduce symptoms, incomplete adherence is common, diminishing their effectiveness. This study investigated medication nonadherence and its predictors in children and adolescents with ADHD. <i>Method:</i> The TDM-VIGIL study, a multicenter prospective observational study in Germany, examined drug-related risks of ADHD medication in hyperkinetic disorders and nonadherence. Participants aged 6-18 years with ADHD (ICD-10/DSM-IV) starting stimulants or nonstimulants were assessed for nonadherence using the Medication Assessment Questionnaire (MAQ) at multiple time points. Patients were classified as fully or not fully adherent, and logistic regression analysis was used to identify predictors. <i>Results:</i> Among 198 participants (mean age = 10.4 years), 66.1 %-75.4 % were fully adherent across time points. Higher age and lower intelligence were significantly associated with nonadherence, while sex, disease severity, adverse events, treatment setting (outpatient, day clinic, inpatient), medication class (stimulant, nonstimulant), and treatment strategy (mono- versus polypharmacy) were not. <i>Conclusions:</i> Medication nonadherence is common in youth with ADHD, with higher age and lower intelligence representing relevant risk factors. Clinicians should consistently monitor adherence and address individual barriers.",Zeitschrift fur Kinder- und Jugendpsychiatrie und Psychotherapie,2025,Konstantin Mechler; Tobias Banaschewski; Tobias Hellenschmidt; Christoph U Correll; Frank M Theisen; Michael Kaess; Michael Kölch; Gerhard Libal; Tobias J Renner; Jörg M Fegert; Andreas Karwautz; Paul L Plener; Peter Heuschmann; Stefanie Fekete; Marcel Romanos; Karin Egberts; Alexander Häge
40548845,Transient Elastography Increases Readiness for Change in Inpatients With Alcohol Use Disorder: The ELISA Pilot Study.,"Opportunistic interventions (OIs) are health events facilitated by healthcare providers through education that can motivate individuals to adopt risk-reducing behaviours. Our aim was to evaluate transient elastography (TE) as an OI in patients with AUD by assessing changes in validated psychometric scores (PS) of alcohol insight and readiness for change. In this prospective, proof-of-concept pilot study, patients with AUD without TE in the past year were enrolled from an inpatient addiction unit. At baseline, three PS assessing insight and readiness to change were administered: Hanil Alcohol Insight Scale (HAIS), revised Readiness Ruler (RR) and Stages of Change Readiness and Treatment Eagerness Scale (SOCRATES-8A). TE was performed, interpreted, and followed by repeat PS testing. The primary outcome was change in PS. Secondary outcomes were prevalence of fibrosis and steatosis on TE, alcohol use and linkage to hepatology care. From 4 January 2022 to 4 January 2023, 23 patients were enrolled: mean age: 51 years (SD ± 12), 74% male, 61% White and all with severe AUD, and mean of 20 (± 9) daily drinks, 286 g (± 127 g) or 35.7 (± 15.9) units of alcohol, for a median of 14 years (IQR 10-21.5). After TE, there were significant increases in revised RR and SOCRATES-8A from 5 to 8.6 (± 2.1, p < 0.01) and 81.5 to 85.0 (± 8.0, p = 0.04), respectively, indicating improved motivation and readiness for change. HAIS did not change: 11.1-11.0 (± 3, p = 0.36). Cirrhosis and steatosis grade ≥ 2 were detected in 4/23 (17%) and 8/23 (35%), respectively. In this pilot study, performing and interpreting results of TE to inpatients with AUD increase readiness for change and efficiently detects advanced fibrosis.",Addiction biology,2025,Stephanie M Rutledge; Rohit R Nathani; Patricia Miguez Arosemena; Daniel Suter; David Lehman; Timothy Brennan; Gene Y Im
40548824,SOD1 Protein Content in Human Central Nervous System and Peripheral Tissues.,"Gene silencing therapy is an effective treatment for amyotrophic lateral sclerosis (ALS) patients carrying mutations in the superoxide dismutase-1 (SOD1) gene aiming to reduce noxious forms of SOD1 in the central nervous system (CNS). The normal steady-state level of SOD1 protein in human CNS is therefore of interest but is contested. In this work we have analyzed SOD1 protein content, total protein content, and SOD1 enzymatic activity in six areas of the CNS as well as in four peripheral tissues from sporadic and familial ALS patients and non-ALS controls. Our results show that SOD1 in the human CNS constitutes around 100 μg/g wet weight corresponding to about 0.16% of the total protein in the studied areas. Of the peripheral tissues analyzed, kidney and erythrocytes contain roughly equal amounts, liver higher, and skeletal muscle lower levels of SOD1 compared to the CNS. This data shows SOD1 protein levels around 10 times lower compared to previously published figures. However, SOD1 can still be considered an abundant protein considering that > 12 000 proteins are expressed in human cells. There was no difference in SOD1 protein content between sporadic or familial ALS patients and control individuals. The level and activity of SOD1 are not deviating in the areas of the CNS that are most vulnerable to ALS. Instead, insufficient control of SOD1 structure and aggregation could be important factors behind the vulnerability of motor areas to SOD1 proteotoxicity.",Journal of neurochemistry,2025,Laura Leykam; P Andreas Jonsson; Karin M E Forsberg; Peter M Andersen; Thomas Brännström; Stefan L Marklund; Per Zetterström
40548760,Anesthetic Considerations for Patients With Hypokalemic Periodic Paralysis Undergoing Ambulatory Surgery: A Case Report.,"The perioperative management of patients with hypokalemic periodic paralysis is challenging due to the risk of postoperative muscle weakness. We describe a patient with hypokalemic periodic paralysis who presented for wisdom teeth extraction. Our perioperative goals included minimizing exposure to weakness triggers such as hypokalemia, pain, anxiety, hypothermia, and neuromuscular blockade. The patient tolerated the procedure under deep sedation with intravenous agents, local anesthesia, and a natural airway with spontaneous ventilation. He experienced mild upper extremity weakness postoperatively, which resolved spontaneously. This case report highlights considerations relevant to anesthesia care for patients with hypokalemic periodic paralysis having ambulatory surgeries.",A&A practice,2025,Ashwini Joshi; Caroline Andrew; Christine L Mai
40548693,Brain-derived exosomal hemoglobin transfer contributes to neuronal mitochondrial homeostasis under hypoxia.,"Hypoxia is an important physiological stress causing nerve injuries and several brain diseases. However, the mechanism of brain response to hypoxia remains unclear, thus limiting the development of interventional strategies. This study conducted combined analyses of single-nucleus transcriptome sequencing and extracellular vesicle transcriptome sequencing on hypoxic mouse brains, described cell-cell communication in the brain under hypoxia from intercellular and extracellular dimensions, confirmed that hemoglobin mRNA was transferred from non-neuronal cells to neurons, and eventually expressed. Then we further explored the role of exosomal hemoglobin transfer in vitro, using human-derived cell lines, and clarified that hypoxia promoted the transfer and expression of exosomal hemoglobin between endothelial cells and neurons. We found the vital function of exosomal hemoglobin to protect against neurological injury by maintaining mitochondrial homeostasis in neurons. In conclusion, this study identified a novel mechanism of 'mutual aid' in hypoxia responses in the brain, involving exosomal hemoglobin transfer, clarified the important role of exosomal communication in the process of brain stress response, and provided a novel interventional perspective for hypoxia-related brain diseases.",eLife,2025,Zhengming Tian; Yuning Li; Feiyang Jin; Zirui Xu; Yakun Gu; Mengyuan Guo; Qianqian Shao; Yingxia Liu; Hanjiang Luo; Yue Wang; Suyu Zhang; Chenlu Yang; Xin Liu; Xunming Ji; Jia Liu
40548635,Optic Nerve Invasion in Retinoblastoma: Impact of Eye Salvage and Adjuvant Chemotherapy.,"Optic nerve invasion (ONI) is an important risk factor for extraocular metastasis in retinoblastoma. This study evaluates the impact of pre-enucleation chemotherapy, delayed enucleation, and adjuvant chemotherapy on survival in patients with varying degree of ONI on histopathology. A retrospective review of consecutive enucleated eyes with any degree of ONI from 29 Chinese treatment centers 2012-2017. Children with other high-risk histopathological features, extraocular disease at diagnosis or bilateral enucleation were excluded. Among 2500 enucleated eyes, 386 eyes with isolated ONI (one eye per child) met the inclusion criteria: prelaminar (n = 204), intralaminar (n = 70), retrolaminar without tumor at transected optic nerve (n = 96), or retrolaminar with tumor at transected end (n = 16). Primary enucleation was performed in 59% of cases, whereas 41% underwent secondary enucleation after eye salvage therapies. Delayed enucleation beyond six months from diagnosis significantly increased the likelihood of tumor at optic nerve transection (21% vs. 2%; P < 0.001). The five-year cause-specific survival (CSS) was 96.7% overall: prelaminar (100%), intralaminar (98%), retrolaminar without transected end involvement (94%), or tumor at transected optic nerve (58%). Secondarily enucleated eyes with retrolaminar ONI without transected end involvement had lower CSS than those primarily enucleated (85.6% vs. 100%; P = 0.022). The five-year CSS was higher but not statistically significant, for eyes treated with or without adjuvant chemotherapy: intralaminar ONI (100% vs. 95.7%; P = 0.193), retrolaminar ONI without tumor at transected end (100% vs. 93.5; P = 0.413), and tumor at the transected end (80.0% vs. 45.0%; P = 0.192). Timely enucleation reduces the risk of tumor involvement at optic nerve transection. Delay in enucleation by pre-enucleation chemotherapy may reduce the effectiveness of subsequent adjuvant chemotherapy.",Investigative ophthalmology & visual science,2025,Zhao Xun Feng; Junyang Zhao; Deion D'Souza; Nan Zhang; Mei Jin; Brenda Gallie
